iter. count	ObjectiveValue	Parameters	TimeSoFar
2	-1.47767	1	212
3	-1.48564	1	312
4	-1.48644	1	417
10	-1.48709	1	1057
11	-1.48719	1	1175
17	-1.48757	1	1864
21	-1.48835	1	2333
24	-1.48889	1	2714
27	-1.48926	1	3067
38	-1.48965	1	4329
47	-1.49071	1	5377
50	-1.48593	1	5756
61	-1.49176	1	7005
64	-1.49226	1	7345
97	-1.49327	1	11105
100	-1.49048	1	11445
118	-1.49441	1	13541
127	-1.49449	1	14643
