iter. count	ObjectiveValue	Parameters	TimeSoFar	parameters value
2	-0.803657	1	~[0.469911 0.673892 0.192555 0.39478 0.585603 0.501804 0.497169 0.603745 0.412272 0.40815 0.531801 0.563695 0.502161 0.554838 0.408621 0.551749 0.378165 0.64523 0.525433 0.381471 0.385919 0.550879 0.533234 0.450485 0.549749 0.653215 0.484671 0.41963 0.549598 0.461123 0.441668 0.644337 0.353181 0.570687 0.566653 0.458777 0.474166 0.518025 0.732421 0.57831 0.571744 0.480256 0.534216 0.540124 0.433275 0.500408 0.464083 0.440349 0.443495 0.463956 0.377073 0.482648 0.53488 0.412439 0.297719 0.509831 0.547862 0.451258 0.451924 0.45412 0.450292 0.605703 0.316937 0.483442 0.47473 0.711799 0.599358 0.457067 0.480208 0.672248 0.659261 0.444549 0.36577 0.530569 0.527428 0.26912 0.519015 0.636297 0.467048 0.574645 0.429064 0.664634 0.678902 0.532971 0.705044 0.440048 0.42065 0.542226 0.55505 0.637119 0.520203 0.469352 0.592142 0.431919 0.511535 0.519298 0.619768 0.525869 0.556588 0.374397 0.323356 0.436691 0.463521 0.653878 0.501937 0.441607 0.372783 0.408735 0.54277 0.650275 0.456905 0.701611 0.569124 0.543766 0.493717 0.408068 0.497606 0.426271 0.415521 0.574439 0.321038 0.621107 0.519224 0.485175 0.552433 0.512817 0.721868 0.651928 0.635183 0.570841 0.538944 0.534937 0.469514 0.724777 0.580996 0.514111 0.286073 0.511143 0.457751 0.405558 0.395842 0.441703 0.564912 0.336397 0.718661 0.715901 0.503833 0.418773 0.500646 0.635817 0.54214 0.541845 0.46292 0.537869 0.387284 0.456805 0.38756 0.447636 0.381569 0.440716 0.565674 0.401176 0.611973 0.521561 0.410434 0.583001 0.55186 0.561728 0.394921 0.517146 0.39058 0.620751 0.443054 0.609737 0.3502 0.399529 0.53618 0.392498 0.511382 0.349322 0.626269 0.478653 0.438946 0.372054 0.453183 0.480111 0.532062 0.471273 0.676551 0.345651 0.500894 0.555549 0.61512 0.257041 0.599342 0.56725 0.488182 0.565933 0.469348 0.512526 0.4556 0.340717 0.494676 0.406549 0.596867 0.54741 0.480638 0.55819 0.462926 0.507351 0.582553 0.527766 0.324679 0.645614 0.430932 0.646862 0.507644 0.337101 0.578292 0.410183 0.718605 0.305225 0.580169 0.426156 0.6559 0.692799 0.329273 0.550816 0.557163 0.441955 0.470654 0.609401 0.615592 0.501205 0.591809 0.381254 0.405512 0.448375 0.409431 0.662142 0.69299 0.536844 0.680209 0.471066 0.516303 0.362036 0.486538 0.435806 0.522594 0.487147 0.625115 0.638898 0.62119 0.567016 0.334717 0.458291 0.46969 0.445372 0.37238 0.502537 0.481629 0.472469 0.392959 0.469844 0.317666 0.452624 0.465179 0.64473 0.605383 0.659891 0.689414 0.409298 0.487001 0.473725 0.577923 0.615397 0.546304 0.471147 0.580579 0.462215 0.443564 0.505171 0.604355 0.480612 0.414485 0.481732 0.54473 0.389925 0.418177 0.395649 0.549379 0.463283 0.385835 0.500221 0.524688 0.649805 0.632354 0.557652 0.378388 0.497579 0.403133 0.448231 0.447061 0.580472 0.391467 0.537258 0.639861 0.567249 0.539257 0.424927 0.670285 0.719414 0.285232 0.542518 0.342656 0.503063 0.405208 0.470119 0.522025 0.508046 0.407525 0.55944 0.64462 0.465813 0.488462 0.51211 0.565634 0.516133 0.589496 0.396698 0.572635 0.521051 0.528441 0.505337 0.527891 0.54939 0.623192 0.533782 0.450932 0.54308 0.528551 0.359857 0.399636 0.472896 0.668411 0.592946 0.414484 0.342765 0.493404 0.312141 0.529438 0.656274 0.624247 0.394121 0.63765 0.580808 0.522487 0.569402 0.53603 0.480162 0.517542 0.339038 0.496462 0.323671 0.560419 0.410543 0.613923 0.607007 0.484244 0.53284 0.309293 0.304991 0.622929 0.327391 0.526277 0.373978 0.595407 0.601794 0.495769 0.338588 0.320792 0.405994 0.546295 0.618927 0.672548 0.584197 0.605321 0.695492 0.604175 0.429969 0.501811 0.476102 0.571258 0.446521 0.608083 0.548015 0.572989 0.385173 0.453639 0.490786 0.644343 0.584606 0.385643 0.36323 0.717692 0.556943 0.509359 0.572036 0.484708 0.421767 0.482423 0.503585 0.442965 0.584622 0.562636 0.51795 0.675118 0.299664 0.450632 0.451793 0.382226 0.509335 0.330835 0.566969 0.495447 0.510737 0.457333 0.512161 0.503477 0.508361 0.607493 0.352802 0.469696 0.406997 0.564356 0.425623 0.497844 0.528164 0.446476 0.449716 0.623115 0.407559 0.361563 0.36732 0.390061 0.57468 0.665669 0.584886 0.562429 0.420877 0.644052 0.617059 0.666905 0.417711 0.617498 0.483869 0.545028 0.513683 0.494908 0.604465 0.405002 0.525321 0.522167 0.506343 0.611014 0.706342 0.294016 0.354291 0.646065 0.225858 0.482726 0.363971 0.6417 0.484319 0.372888 0.344875 0.429427 0.465552 0.410998 0.327934 0.638557 0.556186 0.502559 0.339798 0.54899 0.437319 0.563054 0.443937 0.386883 0.484454 0.495248 0.443546 0.446002 0.571818 0.56924 0.495266 0.530045 0.337683 0.411614 0.787816 0.559817 0.39086 0.290174 0.527933 0.465644 0.475572 0.500924 0.453699 0.557753 0.55846 0.527258 0.485596 0.388886 0.409588 0.674829 0.520038 0.567008 0.432491 0.718908 0.565786 0.5615 0.42214 0.442429 0.334026 0.435035 0.454934 0.372102 0.618127 0.485317 0.499863 0.389739 0.630828 0.662878 0.459056 0.550946 0.375823 0.544506 0.633117 0.481413 0.618986 0.429958 0.57441 0.358807 0.499142 0.669772 0.435212 0.465708 0.65661 0.373945 0.723503 0.387053 0.724642 0.553812 0.594408 0.356035 0.653513 0.4525 0.491066 0.363115 0.525143 0.468727 0.557665 0.363308 0.489849 0.557285 0.497768 0.420332 0.26646 0.445489 0.587808 0.583623 0.531573 0.683133 0.652549 0.511105 0.554627 0.673048 0.560037 0.536409 0.576897 0.561428 0.596613 0.39444 0.391037 0.590169 0.509044 0.564725 0.461883 0.335649 0.525228 0.706423 0.4478 0.525446 0.525611 0.301615 0.575111 0.442776 0.653239 0.382416 0.455377 0.325578 0.44753 0.489574 0.283894 0.457186 0.519559 0.520667 0.425605 0.426633 0.532888 0.63723 0.447809 0.305859 0.419439 0.657788 0.462387 0.612114 0.360505 0.508648 0.605484 0.392718 0.624991 0.446719 0.417833 0.323779 0.341105 0.390109 0.41656 0.503697 0.543494 0.350616 0.354409 0.667916 0.552987 0.587235 0.497691 0.486262 0.510725 0.511787 0.449064 0.578188 0.650709 0.631609 0.567657 0.451491 0.528029 0.529751 0.575148 0.638324 0.468679 0.381031 0.442678 0.408864 0.558721 0.733294 0.595452 0.498664 0.569018 0.429034 0.464948 0.449328 0.45093 0.482575 0.433878 0.472774 0.367625 0.424084 0.410871 0.522322 0.543516 0.353059 0.470738 0.490564 0.537136 0.493478 0.50726 0.436933 0.523499 0.56812 0.600687 0.401874 0.540048 0.588877 0.436958 0.468631 0.315285 0.366264 0.39809 0.51907 0.451163 0.423606 0.580411 0.471785 0.280451 0.413601 0.523834 0.515192 0.651812 0.69177 0.503599 0.396872 0.477101 0.530611 0.568193 0.587459 0.69979 0.71431 0.648132 0.514896 0.372881 0.417282 0.555682 0.490948 0.603517 0.408884 0.728006 0.593325 0.568684 0.630959 0.465876 0.47262 0.388971 0.559968 0.423323 0.538181 0.600457 0.506507 0.546212 0.618587 0.545196 0.346396 0.587861 0.513399 0.563757 0.50509 0.48345 0.409678 0.25063 0.455746 0.456033 0.521834 0.515813 0.446554 0.548668 0.553057 0.562539 0.39768 0.624549 0.702627 0.51261 0.655548 0.520334 0.529813 0.706748 0.551309 0.602516 0.370989 0.479378 0.662021 0.388409 0.390982 0.415407 0.563529 0.491528 0.400441 0.51879 0.600376 0.647602 0.39267 0.408886 0.393609 0.424333 0.397514 0.617946 0.614176 0.53296 0.588029 0.480089 0.514048 0.465275 0.369102 0.359427 0.407511 0.457068 0.402052 0.391353 0.525151 0.605591 0.45017 0.397732 0.404182 0.425447 0.604607 0.547341 0.550009 0.650087 0.496025 0.521453 0.482142 0.531092 0.491768 0.545528 0.715243 0.603506 0.619468 0.616018 0.633379 0.438654 0.390053 0.587978 0.657036 0.319083 0.629106 0.356863 0.320394 0.491411 0.357109 0.480281 0.330753 0.476091 0.369625 0.538755 0.382793 0.615456 0.528648 0.416076 0.332194 0.465089 0.440285 0.506417 0.467275 0.613405 0.484874 0.53058 0.699264 0.518262 0.423647 0.568103 0.462524 0.41939 0.505489 0.460347 0.361105 0.556686 0.450689 0.348776 0.229283 0.50745 0.374369 0.622985 0.486502 0.548399 0.533237 0.48404 0.409631 0.554804 0.305043 0.699686 0.476485 0.480061 0.217193 0.475112 0.526699 0.487154 0.393609 0.458632 0.431623 0.332968 0.247288 0.470646 0.409545 0.698544 0.53373 0.466483 0.441283 0.538644 0.546539 0.385979 0.630475 0.340968 0.589832 0.526498 0.644214 0.454333 0.673404 0.335145 0.48072 0.565451 0.403736 0.523585 0.451691 0.387267 0.411601 0.437036 0.369349 0.629783 0.582051 0.396709 0.543387 0.357182 0.343957 0.623599 0.595944 0.542071 0.498437 0.545207 0.330043 0.654238 0.362003 0.332751 0.469285 0.605057 0.599793 0.743646 0.643628 0.71829 0.411278 0.439183 0.650128 0.392827 0.541762 0.533069 0.639288 0.619542 0.513799 0.507319 0.436114 0.649881 0.781855 0.560546 0.592242 0.499709 0.477863 0.476278 0.474369 0.500163 0.598741 0.511453 0.596275 0.66345 0.552797 0.464936 0.485771 0.516413 0.313579 0.421366 0.370191 0.514321 0.645327 0.65874 0.473349 0.522208 0.643738 0.660933 0.66516 0.488238 0.491872 0.51308 0.630872 0.370517 0.386719 0.732046 0.518946 0.359637 0.408081 0.601131 0.37684 0.384132 0.30587 0.34376 0.399347 0.475198 0.595381 0.622384 0.424329 0.643815 0.407291 0.481086 0.464371 0.228893 0.389445 0.481065 0.671402 0.345456 0.663161 0.548425 0.559644 0.574862 0.452344 0.498053 0.619139 0.335682 0.486865 0.463274 0.468766 0.429818 0.626651 0.485711 0.2913 0.43521 0.573236 0.563406 0.474782 0.457222 0.467016 0.411089 0.58812 0.691725 0.624973 0.460395 0.374994 0.531531 0.385249 0.356375 0.37276 0.460412 0.607275 0.523035 0.433158 0.549694 0.45282 0.67055 0.40978 0.452712 0.52053 0.367634 0.567262 0.697305 0.305174 0.39537 0.538728 0.324055 0.294504 0.481878 0.499736 0.459957 0.446651 0.641791 0.559325 0.430742 0.699117 0.555532 0.441629 0.454684 0.588841 0.524096 0.475309 0.45296 0.338891 0.533831 0.518272 0.560701 0.374454 0.585404 0.514247 0.413059 0.452993 0.505927 0.611914 0.440756 0.408384 0.529805 0.54713 0.546643 0.551048 0.44704 0.573832 0.610236 0.647399 0.57811 0.453502 0.493223 0.535192 0.336269 0.624975 0.592458 0.612805 0.464279 0.514301 0.541138 0.438491 0.509168 0.548858 0.574166 0.405522 0.48127 0.550051 0.453314 0.582907 0.468008 0.425143 0.562083 0.751032 0.536063 0.740607 0.513664 0.726535 0.388173 0.667961 0.476929 0.496145 0.459905 0.443976 0.455288 0.510959 0.61463 0.478875 0.53855 0.448424 0.595344 0.605557 0.412265 0.592046 0.54338 0.564498 0.502528 0.309634 0.638122 0.560718 0.567801 0.513398 0.564481 0.654002 0.535617 0.57077 0.70666 0.448944 0.41514 0.497822 0.475113 0.436079 0.694368 0.370436 0.678292 0.384573 0.345044 0.367786 0.48602 0.481997 0.344111 0.505668 0.443658 0.398356 0.610287 0.355615 0.607963 0.501568 0.650072 0.396083 0.485882 0.586296 0.613615 0.478048 0.568427 0.38844 0.594402 0.578923 0.575781 0.566952 0.630601 0.620976 0.545465 0.458289 0.425298 0.556775 0.571755 0.53418 0.646207 0.455968 0.325523 0.648645 0.454327 0.555722 0.44967 0.425824 0.504405 0.574518 0.496937 0.454014 0.445765 0.593725 0.496679 0.252027 0.562934 0.650776 0.399092 0.410469 0.540918 0.55314 0.496841 0.543706 0.488043 0.547492 0.428793 0.484471 0.521496 0.484487 0.548446 0.293672 0.685323 0.449022 0.603277 0.590791 0.600916 0.55472 0.552493 0.421547 0.570123 0.442544 0.40039 0.410416 0.45443 0.45334 0.629409 0.468314 0.396866 0.677111 0.582439 0.400451 0.429608 0.257221 0.333732 0.556651 0.475166 0.626365 0.518697 0.427731 0.746342 0.512536 0.597919 0.748242 0.571724 0.664114 0.657189 0.577493 0.486836 0.573194 0.621587 0.682702 0.414548 0.373187 0.427998 0.355683 0.385399 0.592794 0.412256 0.624764 0.522975 0.416204 0.495273 0.556566 0.507866 0.495347 0.478955 0.379987 0.62329 0.607317 0.423227 0.65933 0.466718 0.569776 0.569894 0.370176 0.40677 0.276961 0.435489 0.505566 0.382063 0.563495 0.541339 0.687781 0.508625 0.523859 0.504088 0.584776 0.403568 0.390101 0.480986 0.452536 0.649717 0.577458 0.373978 0.651793 0.54475 0.302348 0.383549 0.636004 0.637405 0.522363 0.715632 0.535892 0.514459 0.588366 0.579062 0.65209 0.405052 0.496189 0.394525 0.520933 0.468968 0.398764 0.665108 0.449657 0.473204 0.546235 0.419221 0.537594 0.577635 0.535324 0.61446 0.529823 0.459068 0.769822 0.305836 0.505846 0.604061 0.44869 0.534836 0.513989 0.490982 0.46917 0.52831 0.471011 0.504902 0.566545 0.486967 0.382536 0.448475 0.578698 0.551687 0.368449 0.616291 0.433337 0.553332 0.457842 0.52731 0.385079 0.336262 0.528639 0.557711 0.571878 0.609692 0.505502 0.54296 0.412676 0.371591 0.494592 0.490574 0.458241 0.507835 0.473286 0.432118 0.322197 0.43481 0.480443 0.382686 0.360685 0.362611 0.349224 0.53687 0.582322 0.517697 0.596543 0.439463 0.437521 0.578732 0.454235 0.601007 0.695641 0.457763 0.32294 0.457962 0.437025 0.577826 0.522864 0.396531 0.439053]	103
10	-0.80513	1	~[0.427242 0.440119 0.403712 0.412796 0.442628 0.465179 0.397276 0.562854 0.520647 0.648924 0.569833 0.663016 0.385199 0.4259 0.546363 0.628563 0.43495 0.46869 0.400625 0.433568 0.423532 0.494735 0.555325 0.527898 0.431541 0.294084 0.588415 0.381964 0.48096 0.448177 0.551131 0.443103 0.55847 0.42602 0.359187 0.462643 0.635353 0.461641 0.677603 0.640975 0.557207 0.593008 0.47253 0.616447 0.535049 0.530703 0.47944 0.553565 0.573257 0.441427 0.461169 0.512584 0.434039 0.488499 0.500192 0.544333 0.391707 0.421341 0.638122 0.424453 0.69541 0.452713 0.638194 0.717318 0.436913 0.380319 0.437038 0.566221 0.543442 0.482809 0.51692 0.606338 0.469994 0.536604 0.618937 0.344166 0.540101 0.515303 0.433697 0.453909 0.402549 0.49289 0.58652 0.450317 0.580424 0.466125 0.512603 0.535567 0.730916 0.312247 0.440779 0.472665 0.54701 0.680699 0.365859 0.499786 0.412712 0.38595 0.551838 0.449132 0.543384 0.652567 0.640611 0.462484 0.500512 0.563622 0.450192 0.504068 0.501568 0.521292 0.15668 0.433923 0.520844 0.504867 0.455921 0.739408 0.543682 0.467694 0.688883 0.365959 0.397342 0.485783 0.416105 0.492409 0.588225 0.508819 0.520252 0.524932 0.576368 0.569348 0.443071 0.603572 0.579064 0.515482 0.547799 0.442934 0.689914 0.519166 0.426971 0.595862 0.449901 0.684291 0.486742 0.380313 0.62932 0.588286 0.670094 0.531367 0.37281 0.600572 0.458957 0.453413 0.641442 0.368258 0.367641 0.554822 0.669291 0.458916 0.614961 0.486496 0.557861 0.585351 0.534243 0.428709 0.509558 0.429302 0.580653 0.492088 0.621345 0.466084 0.387165 0.54424 0.438686 0.606114 0.586551 0.416959 0.45674 0.528055 0.496457 0.54 0.653369 0.443885 0.499691 0.523501 0.636053 0.327172 0.561477 0.318724 0.45941 0.485079 0.484914 0.479 0.48327 0.356889 0.450123 0.574633 0.693838 0.435243 0.504061 0.507274 0.452662 0.662205 0.301622 0.370441 0.567608 0.399551 0.563738 0.339264 0.367102 0.583362 0.320621 0.474005 0.488187 0.398252 0.690129 0.57362 0.362817 0.403638 0.442623 0.612492 0.374497 0.557613 0.416032 0.741065 0.45159 0.533521 0.502647 0.579487 0.687896 0.481111 0.522007 0.58035 0.382764 0.554887 0.575846 0.619428 0.331481 0.602113 0.500444 0.540659 0.419568 0.37674 0.429794 0.503727 0.544172 0.371869 0.592882 0.861613 0.444979 0.455568 0.322448 0.553327 0.506357 0.413717 0.648678 0.455295 0.642864 0.519935 0.481555 0.444536 0.613249 0.418166 0.687903 0.477397 0.382368 0.419954 0.388052 0.463091 0.419339 0.406356 0.42948 0.347895 0.502497 0.462184 0.516637 0.445056 0.372878 0.543597 0.569102 0.511205 0.540827 0.465127 0.509086 0.468101 0.546233 0.64695 0.375403 0.569342 0.534243 0.529872 0.407055 0.600715 0.669958 0.400023 0.416968 0.55434 0.471707 0.412229 0.337363 0.470778 0.482707 0.675848 0.561404 0.595259 0.608543 0.432761 0.416763 0.543389 0.576918 0.769003 0.416559 0.532473 0.507769 0.548589 0.471375 0.431726 0.652218 0.372404 0.639189 0.524219 0.473873 0.535419 0.430764 0.524654 0.261193 0.587394 0.467178 0.487522 0.544889 0.488335 0.43667 0.54244 0.348878 0.42015 0.576221 0.618435 0.566114 0.478879 0.342032 0.326995 0.418969 0.450121 0.406221 0.416978 0.588257 0.601947 0.48486 0.438088 0.591932 0.60836 0.565568 0.383564 0.608714 0.514668 0.613898 0.539512 0.358152 0.365558 0.465566 0.559152 0.343945 0.42623 0.349911 0.401124 0.529177 0.702273 0.601627 0.498315 0.579733 0.501347 0.639319 0.505282 0.54998 0.408104 0.617567 0.529002 0.543502 0.584606 0.648584 0.499634 0.462004 0.333415 0.578734 0.579245 0.517445 0.543441 0.478484 0.478217 0.485617 0.401601 0.42374 0.515984 0.421794 0.34287 0.30523 0.631045 0.401166 0.466998 0.456466 0.525705 0.607515 0.604467 0.5652 0.555833 0.514509 0.470945 0.537149 0.516642 0.541882 0.578145 0.4771 0.378007 0.457363 0.326152 0.430917 0.491878 0.499583 0.476316 0.537508 0.502567 0.369056 0.325929 0.560432 0.439694 0.54802 0.411684 0.500494 0.453269 0.603604 0.629446 0.599899 0.5259 0.576574 0.467485 0.487948 0.497401 0.596503 0.266493 0.473888 0.651523 0.527515 0.519663 0.527552 0.542097 0.483295 0.575659 0.51676 0.422539 0.48548 0.452149 0.512375 0.510218 0.437873 0.446031 0.48792 0.365459 0.598435 0.609136 0.318327 0.317223 0.501831 0.472678 0.458463 0.493321 0.342902 0.385105 0.649946 0.56716 0.47584 0.432795 0.41335 0.367638 0.321725 0.364089 0.555837 0.310395 0.598488 0.358054 0.499621 0.418976 0.482492 0.520434 0.443556 0.515402 0.600998 0.578067 0.5172 0.637815 0.519912 0.506594 0.547925 0.396677 0.643727 0.428479 0.491958 0.343882 0.638702 0.585546 0.400051 0.393784 0.595482 0.566262 0.707261 0.548532 0.676466 0.571704 0.623437 0.470881 0.507534 0.821024 0.335767 0.709173 0.415971 0.404301 0.516403 0.619345 0.326803 0.617534 0.464017 0.357268 0.477091 0.368711 0.43571 0.470654 0.552847 0.439862 0.560143 0.515555 0.674871 0.467374 0.507508 0.606508 0.456513 0.320264 0.342189 0.474275 0.391833 0.656631 0.503775 0.549908 0.377375 0.535274 0.470607 0.45679 0.485562 0.531875 0.445319 0.554935 0.489532 0.438627 0.304149 0.292115 0.466542 0.45425 0.455035 0.457677 0.348372 0.633705 0.477969 0.549331 0.457114 0.502855 0.530115 0.333747 0.416482 0.575679 0.428373 0.629359 0.490774 0.59239 0.423816 0.420449 0.5561 0.420365 0.495286 0.591688 0.416135 0.645957 0.58154 0.563808 0.483491 0.520366 0.463495 0.556221 0.399667 0.467884 0.344877 0.378645 0.528753 0.269594 0.394336 0.545756 0.627161 0.449608 0.452182 0.682586 0.482474 0.453586 0.374843 0.488649 0.337371 0.555645 0.526464 0.524348 0.561232 0.60736 0.626337 0.731424 0.525568 0.38943 0.521454 0.53204 0.433844 0.367008 0.772278 0.231384 0.502944 0.564502 0.463757 0.395751 0.538439 0.4551 0.354921 0.677124 0.592942 0.524344 0.548406 0.482511 0.412865 0.525684 0.526673 0.50853 0.413423 0.617011 0.597329 0.677893 0.30273 0.515383 0.414728 0.52331 0.52546 0.528905 0.507527 0.476153 0.758712 0.533325 0.611482 0.433248 0.422777 0.472038 0.536707 0.466937 0.666443 0.449594 0.465452 0.610424 0.571415 0.544238 0.525409 0.546241 0.50003 0.40325 0.531145 0.379321 0.536921 0.550419 0.653803 0.566172 0.5854 0.497555 0.46627 0.645691 0.496988 0.36964 0.362892 0.440943 0.566726 0.407808 0.319146 0.572795 0.376125 0.545379 0.354044 0.572924 0.671195 0.515623 0.463938 0.377837 0.536871 0.58713 0.369305 0.5561 0.338091 0.602165 0.535589 0.44475 0.591651 0.296682 0.364264 0.585117 0.411213 0.399017 0.552942 0.491287 0.41465 0.563994 0.589552 0.311066 0.545781 0.736 0.390135 0.358684 0.576652 0.478855 0.627857 0.471651 0.698899 0.594134 0.583156 0.615174 0.612779 0.548349 0.533761 0.481087 0.517995 0.421066 0.340463 0.53843 0.353129 0.592709 0.424224 0.61226 0.468123 0.314473 0.463153 0.471963 0.310505 0.583777 0.410024 0.457453 0.504209 0.451675 0.438013 0.795172 0.591373 0.497769 0.498966 0.570362 0.525115 0.538328 0.502306 0.594874 0.541739 0.365873 0.422011 0.537654 0.31283 0.458043 0.333296 0.540535 0.586667 0.353104 0.434477 0.429029 0.43445 0.459447 0.63697 0.415264 0.686474 0.64229 0.61379 0.36162 0.570856 0.42552 0.512203 0.461585 0.258892 0.459914 0.446469 0.519905 0.413775 0.570682 0.359844 0.366717 0.451418 0.535889 0.432006 0.517144 0.472947 0.64101 0.509107 0.531066 0.425723 0.604563 0.39242 0.533159 0.501949 0.343311 0.539128 0.597748 0.34515 0.502278 0.471518 0.454307 0.460426 0.436562 0.429171 0.600349 0.625726 0.446725 0.505806 0.556167 0.529692 0.500466 0.363576 0.405631 0.570123 0.551296 0.453039 0.509587 0.53982 0.494524 0.524138 0.319308 0.741297 0.659441 0.620795 0.400475 0.472132 0.542072 0.414452 0.561467 0.525725 0.410514 0.516114 0.537744 0.581319 0.519128 0.454915 0.608924 0.617143 0.518424 0.485978 0.536287 0.463591 0.663379 0.525282 0.524444 0.544551 0.542525 0.547865 0.342996 0.571764 0.458663 0.537215 0.588614 0.451226 0.384457 0.385427 0.427458 0.584765 0.515229 0.538932 0.39967 0.544572 0.184937 0.554567 0.678199 0.31421 0.482424 0.414629 0.457737 0.437817 0.447573 0.409328 0.344036 0.52513 0.6063 0.365372 0.533668 0.495601 0.464733 0.464834 0.471939 0.474944 0.33165 0.564879 0.459691 0.52159 0.37296 0.530483 0.555172 0.384822 0.553902 0.554472 0.473185 0.500778 0.471043 0.419011 0.311086 0.4513 0.426995 0.616127 0.55988 0.514588 0.358107 0.613631 0.516545 0.503554 0.584758 0.54539 0.475768 0.482938 0.594365 0.46578 0.580172 0.499399 0.433909 0.595584 0.468591 0.313214 0.714519 0.44059 0.449193 0.471651 0.501462 0.508514 0.411631 0.446747 0.426461 0.510601 0.578896 0.546437 0.586815 0.473531 0.422062 0.515837 0.533396 0.529929 0.614341 0.531002 0.373796 0.483929 0.575248 0.379322 0.506955 0.443511 0.461374 0.649836 0.488374 0.573354 0.512481 0.650632 0.483185 0.520688 0.515978 0.373781 0.246196 0.369319 0.543367 0.623369 0.707079 0.441762 0.621557 0.495184 0.565433 0.372917 0.594467 0.396867 0.502505 0.565116 0.472749 0.541128 0.466959 0.515785 0.313413 0.675208 0.477949 0.424567 0.512853 0.721241 0.480653 0.650213 0.593992 0.480604 0.403396 0.567874 0.349922 0.525951 0.463197 0.432435 0.523094 0.453618 0.419001 0.469069 0.602521 0.600322 0.404475 0.492349 0.438531 0.285636 0.467886 0.539922 0.411279 0.406858 0.487775 0.404078 0.479406 0.38414 0.334881 0.521173 0.568072 0.513716 0.529713 0.536763 0.350914 0.716493 0.435928 0.595252 0.291549 0.424409 0.603736 0.514169 0.607397 0.506547 0.403061 0.449864 0.35992 0.566731 0.455108 0.575521 0.629239 0.609235 0.490275 0.572444 0.528224 0.536632 0.629436 0.682134 0.403377 0.563724 0.515975 0.418474 0.430784 0.329821 0.455408 0.408612 0.428698 0.410018 0.489223 0.653764 0.38153 0.466326 0.470037 0.42669 0.461221 0.338152 0.47177 0.369992 0.349462 0.489046 0.462741 0.402491 0.430572 0.59673 0.546691 0.480565 0.618302 0.627877 0.581909 0.500328 0.735576 0.389683 0.481353 0.379878 0.682624 0.338801 0.499161 0.488845 0.527398 0.529614 0.402195 0.518711 0.528906 0.570837 0.493046 0.538137 0.489543 0.437537 0.486605 0.335013 0.568923 0.561807 0.44927 0.428597 0.513671 0.497071 0.530607 0.474434 0.650768 0.579697 0.61881 0.590677 0.397325 0.464209 0.490784 0.502276 0.380471 0.512293 0.401464 0.467984 0.55615 0.445349 0.663908 0.476471 0.310337 0.330581 0.34921 0.438245 0.502476 0.734673 0.461439 0.544846 0.380496 0.402361 0.546297 0.612417 0.681771 0.373768 0.677677 0.496162 0.585994 0.467236 0.431923 0.639406 0.376775 0.444161 0.517188 0.474494 0.621218 0.419033 0.350819 0.631587 0.660986 0.455128 0.395433 0.555635 0.461948 0.397622 0.564207 0.331584 0.575351 0.532518 0.428219 0.380275 0.798572 0.589096 0.534965 0.327498 0.430531 0.503884 0.428204 0.454579 0.728425 0.418295 0.503543 0.59005 0.53856 0.726266 0.634756 0.3607 0.524196 0.453728 0.276861 0.49221 0.296233 0.512855 0.403178 0.520853 0.534329 0.57452 0.301183 0.567476 0.578686 0.485456 0.281638 0.50051 0.355309 0.531154 0.568634 0.49174 0.672232 0.343775 0.578901 0.426154 0.477315 0.448363 0.612715 0.530462 0.477763 0.455085 0.694883 0.372199 0.556982 0.468976 0.55444 0.455741 0.41597 0.545041 0.580964 0.463743 0.515984 0.52332 0.458755 0.518669 0.222431 0.601798 0.362954 0.427641 0.541172 0.447477 0.466509 0.575537 0.553087 0.444983 0.633868 0.419343 0.391631 0.572361 0.657455 0.64373 0.385784 0.589714 0.173871 0.451327 0.724585 0.334003 0.559848 0.313987 0.38955 0.505753 0.543732 0.525869 0.441049 0.519458 0.392147 0.487042 0.647152 0.337271 0.651044 0.611046 0.384327 0.503344 0.389361 0.399687 0.479194 0.528104 0.389106 0.449893 0.439649 0.422333 0.417556 0.391522 0.564573 0.585154 0.537019 0.496681 0.645858 0.487523 0.434784 0.419559 0.458684 0.296599 0.700708 0.521347 0.489811 0.261883 0.366809 0.474102 0.524738 0.413283 0.45431 0.558297 0.53604 0.471375 0.519711 0.521454 0.437467 0.561884 0.454825 0.620951 0.497084 0.408937 0.333095 0.495446 0.236715 0.530569 0.529619 0.547142 0.655555 0.355464 0.502813 0.573378 0.53298 0.603165 0.550418 0.672806 0.45622 0.520517 0.348183 0.420973 0.335212 0.497629 0.546216 0.531905 0.606298 0.591534 0.598429 0.424937 0.361713 0.513595 0.467016 0.309002 0.374892 0.445945 0.465124 0.606736 0.459208 0.653824 0.363648 0.339034 0.421755 0.336458 0.396721 0.508933 0.576566 0.643223 0.453823 0.410257 0.369424 0.431456 0.461258 0.481177 0.485087 0.425789 0.570218 0.70309 0.335859 0.572207 0.512848 0.489267 0.430275 0.53032 0.504284 0.629005 0.54185 0.593699 0.531207 0.5524 0.6151 0.428232 0.385234 0.490167 0.328179 0.540808 0.43023 0.259588 0.747689 0.318785 0.586966 0.529859 0.682392 0.518367 0.586643 0.724661 0.318529 0.634532]	482
